ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
S.L. Hortalizas,breeder_only_signal,unverified,0,holder_verification_required,31,8,0,31,31,False,False,False,False,,,Peach 26 | Plum 4 | Apricot 1,ES 16 | QZ 15,,,,,,protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Harold P. Olmo,breeder_only_signal,unverified,0,holder_verification_required,30,12,0,30,30,False,False,False,False,,,Grape 30,US 16 | IT 5 | IL 4 | CL 2,,,,cpvoBreeder:9,CPVO: 2022-02-28 - Grape - GRN1 - 20210319 (cpvoBreeder) | CPVO: 2021-05-03 - Grape - GRN1 - 20140202 (cpvoBreeder) | CPVO: 2014-11-12 - Grape - GRN1 - 1344 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
LUKIChYoVA LYuBOV' Alekseevna,breeder_only_signal,unverified,0,holder_verification_required,30,21,0,30,28,False,False,False,False,,,Cherry-Sweet 18 | Apple 5 | Plum 3 | Apricot 2,RU 30,,,,cpvoBreeder:23,CPVO: 2019-01-23 - Cherry-Sweet - TRIUMF - 71967 (cpvoBreeder) | CPVO: 2017-07-13 - Cherry-Sweet - VITIVNITSA - 66765 (cpvoBreeder) | CPVO: 2017-07-13 - Cherry-Sweet - PRIZERKA - 66760 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
MULLAYaNOV Kabir KADIROVICh,breeder_only_signal,unverified,0,holder_verification_required,30,17,0,30,21,False,False,False,False,,,Plum 12 | Apricot 9 | Cherry-Tart 9,RU 30,,,,cpvoBreeder:30,CPVO: 2019-03-27 - Apricot - PRIZER - 53878 (cpvoBreeder) | CPVO: 2019-03-27 - Plum - IL'MENSKAYa - 53882 (cpvoBreeder) | CPVO: 2015-10-22 - Plum - ZhEMChUZhINA URALA - 53880 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
E.Bellini,breeder_only_signal,unverified,0,holder_verification_required,29,24,0,29,29,False,False,False,False,,,Peach 26 | Plum 3,QZ 12 | ES 12 | FR 5,,,,cpvoBreeder:11,CPVO: 2010-10-20 - Peach - MARIA_CARLA - RVC19130035 (ES)_PRUNU_PER_MARIA_CARLA (cpvoBreeder) | CPVO: 2010-10-20 - Peach - MARIA CARLA - 19130035 (cpvoBreeder) | CPVO: 1993-03-15 - Peach - MARIA CARLA - 19861542 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Dylyk Antonina Petrivna,breeder_only_signal,unverified,0,holder_verification_required,29,15,0,29,29,False,False,False,False,,,Grape 23 | Apple 6,UA 29,,,,cpvoBreeder:15,CPVO: 2009-07-21 - Grape - Kometa - 07073011 (cpvoBreeder) | CPVO: 2009-01-27 - Grape - Kometa - 07073011 (cpvoBreeder) | CPVO: 2008-07-01 - Grape - Lora - 07073001 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Prah Anton VLADIMIROVICh,breeder_only_signal,unverified,0,holder_verification_required,29,15,0,29,25,False,False,False,False,,,Grape 22 | Prunus 4 | Plum 2 | Apple 1,RU 29,,,,cpvoBreeder:16,CPVO: 2020-06-04 - Grape - VLADIMIR - 75352 (cpvoBreeder) | CPVO: 2019-05-13 - Grape - KURChANSKIJ - 58566 (cpvoBreeder) | CPVO: 2019-05-13 - Grape - DMITRIJ - 60920 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Olejnikov Nikolaj PETROVICh,breeder_only_signal,unverified,0,holder_verification_required,29,14,0,29,29,False,False,False,False,,,Grape 29,RU 29,,,,cpvoBreeder:29,CPVO: 2019-09-19 - Grape - STELLA - 79010 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - NIKA - 79004 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - ARTEK - 79006 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kostik MARIYa Antonovna,breeder_only_signal,unverified,0,holder_verification_required,29,14,0,29,29,False,False,False,False,,,Grape 29,RU 29,,,,cpvoBreeder:28,CPVO: 2017-01-19 - Grape - OLEG - 42787 (cpvoBreeder) | CPVO: 2017-01-19 - Grape - LIVADIJSKIJ ChERNYJ - 42786 (cpvoBreeder) | CPVO: 2017-01-19 - Grape - GURZUFSKIJ ROZOVYJ - 42783 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
ShEVChENKO Valentina Ivanovna,breeder_only_signal,unverified,0,holder_verification_required,29,10,0,29,27,False,False,False,False,,,Apple 10 | Grape 9 | Blueberry 8 | Cherry-Tart 2,RU 29,,,,cpvoBreeder:10,CPVO: 2007-12-04 - Apple - BAGRYaNYJ TSVET - 47094 (cpvoBreeder) | CPVO: 2007-03-05 - Apple - YuBILEJNOE ShEVChENKO - 44652 (cpvoBreeder) | CPVO: 2007-03-05 - Apple - MINUSINSKOE LETNEE - 44651 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Mazunina Nina Fedorovna,breeder_only_signal,unverified,0,holder_verification_required,29,10,0,29,27,False,False,False,False,,,Apple 25 | Grape 2 | Prunus 2,RU 29,,,,cpvoBreeder:25,CPVO: 2017-05-30 - Apple - ZIMNEE - 54008 (cpvoBreeder) | CPVO: 2017-01-19 - Apple - ORENBURGSKOE POZDNEE - 59066 (cpvoBreeder) | CPVO: 2012-01-24 - Apple - TRUDOVOE - 52198 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Mr Graeme Richards,breeder_only_signal,unverified,0,holder_verification_required,28,28,0,28,28,False,False,False,False,,,Nectarine 14 | Plum 8 | Peach 4 | Cherry-Sweet 2,AU 28,,,,cpvoBreeder:28,CPVO: 2003-01-03 - Plum - Hawkesbury Jupiter Onyx - 2003003 (cpvoBreeder) | CPVO: 2002-12-19 - Nectarine - Hawkesbury Sweet Ice - 2002368 (cpvoBreeder) | CPVO: 2002-12-19 - Nectarine - Hawkesbury Red Ice - 2002371 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Oiyama Iwao,breeder_only_signal,unverified,0,holder_verification_required,28,25,0,28,28,False,False,False,False,,,Citrus 27 | Strawberry 1,JP 25 | US 3,,,,cpvoBreeder:27,CPVO: 2011-05-24 - Citrus - TSUNONOZOMI - 25000 (cpvoBreeder) | CPVO: 2008-10-16 - Citrus - KANKITSU KUCHINOTSU 41GO - 19939 (cpvoBreeder) | CPVO: 2005-12-07 - Citrus - REIKOU - 15934 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Yarmak IEvheniia Dmytrivna,breeder_only_signal,unverified,0,holder_verification_required,28,15,0,28,28,False,False,False,False,,,Grape 28,UA 28,,,,cpvoBreeder:28,CPVO: 2020-10-22 - Grape - Zahrava - 19304002 (cpvoBreeder) | CPVO: 2020-10-22 - Grape - Kardyshakh tairovskyi - 19304003 (cpvoBreeder) | CPVO: 2020-10-22 - Grape - Kardyshakh nadrannii - 19304003 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Sherenhovyi Vitalii Petrovych,breeder_only_signal,unverified,0,holder_verification_required,28,16,0,28,22,False,False,False,False,,,Raspberry 15 | Currant-Black 6 | Nectarine 4 | Blackberry 2,UA 28,,,,cpvoBreeder:22,CPVO: 2013-06-05 - Blackberry - Sadove chudo - 08482002 (cpvoBreeder) | CPVO: 2013-06-05 - Blackberry - Sadove chudo - 08482002 (cpvoBreeder) | CPVO: 2008-07-01 - Raspberry - Holosiivska rubinova - 07077002 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
R. Guadalquivir,breeder_only_signal,unverified,0,holder_verification_required,28,12,0,28,28,False,False,False,False,,,Peach 28,QZ 16 | ES 12,,,,cpvoBreeder:28,CPVO: 2012-06-29 - Peach - ZISUNTRE - 20024471 (cpvoBreeder) | CPVO: 2009-12-25 - Peach - CAUSSOROB - 20024470 (cpvoBreeder) | CPVO: 2009-12-25 - Peach - CAUSSOROB - RVP20024470 (ES) (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
POKROVSKAYa Anna Semenovna,breeder_only_signal,unverified,0,holder_verification_required,28,13,0,28,28,False,False,False,False,,,Cherry-Sweet 12 | Apricot 12 | Peach 4,RU 28,,,,cpvoBreeder:28,CPVO: 2016-02-12 - Cherry-Sweet - GRANATOVAYa - 69448 (cpvoBreeder) | CPVO: 2006-11-27 - Apricot - TAMAShA - 41023 (cpvoBreeder) | CPVO: 2005-03-15 - Apricot - E'SDELIK - 41021 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Yordan K. Ivanov,breeder_only_signal,unverified,0,holder_verification_required,28,15,0,28,28,False,False,False,False,,,Grape 28,BG 28,,,,cpvoBreeder:25,CPVO: 2000-12-01 - Grape - Plevenski kolorit - 48750 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Slava - 94711 (cpvoBreeder) | CPVO: 2000-03-17 - Grape - Slava - 94711-1 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
KAChALKIN Mihail VITAL'EVICh,breeder_only_signal,unverified,0,holder_verification_required,28,12,0,28,28,False,False,False,False,,,Apple 26 | Pear 2,RU 28,,,,cpvoBreeder:28,CPVO: 2014-02-05 - Apple - ROZOVAYa SKAZKA - 61193 (cpvoBreeder) | CPVO: 2014-02-05 - Apple - MANYaShchIJ AROMAT - 61191 (cpvoBreeder) | CPVO: 2014-02-05 - Apple - MALINOVOE OZhEREL'E - 61189 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Tihonov Nikolaj NIKOLAEVICh,breeder_only_signal,unverified,0,holder_verification_required,28,8,0,28,28,False,False,False,False,,,Apple 17 | Pear 10 | Strawberry 1,RU 28,,,,cpvoBreeder:21,CPVO: 2016-07-28 - Pear - MALINOVKA - 69803 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - MILENA - 46250 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - LOJKO - 47096 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
GRYuNER Maksim ANDREEVICh,breeder_only_signal,unverified,0,holder_verification_required,27,19,0,27,27,False,False,False,False,,,Grape 27,RU 27,,,,cpvoBreeder:27,CPVO: 2018-02-13 - Grape - TSVAJGEL'T TAMANSKIJ - 71828 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SOVIN'ON TAMANSKIJ - 72229 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SIRA TAMANSKAYa - 71827 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Habarov YuRIJ IVANOVICh,breeder_only_signal,unverified,0,holder_verification_required,27,11,0,27,27,False,False,False,False,,,Plum 11 | Apple 9 | Apricot 4 | Pear 2,RU 27,,,,cpvoBreeder:23,CPVO: 2015-09-14 - Apricot - KUNACh - 63722 (cpvoBreeder) | CPVO: 2014-01-24 - Apricot - KUNACh - 55683 (cpvoBreeder) | CPVO: 2010-12-27 - Plum - NEZhENKA - 29985 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Krasova Nina Glebovna,breeder_only_signal,unverified,0,holder_verification_required,32,12,0,32,32,False,False,False,False,,,Apple 26 | Pear 6,RU 32,,,,cpvoBreeder:32,CPVO: 2012-12-17 - Apple - MOROZOVSKOE - 58261 (cpvoBreeder) | CPVO: 2012-12-17 - Pear - ESENINSKAYa - 58262 (cpvoBreeder) | CPVO: 2012-11-08 - Apple - RADOST' NADEZhDY - 58259 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Sveriges Lantbruksuniversitätet,breeder_only_signal,unverified,0,holder_verification_required,30,16,0,30,22,False,False,False,False,,,Plum 15 | Apple 7 | Cherry-Tart 6 | Rubus 2,DK 16 | QZ 14,,,,cpvoBreeder:16,CPVO: 2006-01-16 - Plum - RUNA ANITA - 20196 (cpvoBreeder) | CPVO: 2006-01-16 - Plum - ANITA - 20196 (cpvoBreeder) | CPVO: 2005-01-11 - Cherry-Tart - NORDIA - 16060 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Horina Valentyna Mylentiivna,breeder_only_signal,unverified,0,holder_verification_required,28,14,0,28,28,False,False,False,False,,,Apricot 20 | Plum 8,UA 28,,,,cpvoBreeder:28,CPVO: 2011-01-05 - Apricot - Mahistr - 11070001 (cpvoBreeder) | CPVO: 2011-01-05 - Apricot - Mahistr - 11070001 (cpvoBreeder) | CPVO: 2011-01-05 - Plum - Andromieda - 11072001 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Lihovskoj Vladimir VLADIMIROVICh,breeder_only_signal,unverified,0,holder_verification_required,26,17,0,26,26,False,False,False,False,,,Grape 26,RU 26,,,,cpvoBreeder:26,CPVO: 2019-09-19 - Grape - STELLA - 79010 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - NIKA - 79004 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - AL'BINA - 79008 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Boldyzheva Liubov Dmytrivna,breeder_only_signal,unverified,0,holder_verification_required,26,12,0,26,26,False,False,False,False,,,Apple 26,UA 26,,,,cpvoBreeder:26,CPVO: 2021-04-07 - Apple - Solomiia - 20263001 (cpvoBreeder) | CPVO: 2021-03-23 - Apple - Solomiia - 20263001 (cpvoBreeder) | CPVO: 2021-01-28 - Apple - Dmiana - 18263003 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kirk D. Larsen,breeder_only_signal,unverified,0,holder_verification_required,26,11,0,26,26,False,False,False,False,,,Strawberry 26,UY 26,,,,cpvoBreeder:38,CPVO: 2021-07-23 - Strawberry - Merced - 2014079 (cpvoBreeder) | CPVO: 2020-03-16 - Strawberry - Petaluma - 2015201 (cpvoBreeder) | CPVO: 2020-03-16 - Strawberry - C231 - 2015201 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Homeniuk Svitlana Viktorivna,breeder_only_signal,unverified,0,holder_verification_required,26,15,0,26,26,False,False,False,False,,,Apple 26,UA 26,,,,cpvoBreeder:26,CPVO: 2008-07-01 - Apple - Svitanok Mliieva - 06086006 (cpvoBreeder) | CPVO: 2008-07-01 - Apple - Plamenne - 06086005 (cpvoBreeder) | CPVO: 2008-07-01 - Apple - Mlіivchanka osіnnia - 92086020 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Vasilevskij Ivan NIKOLAEVICh,breeder_only_signal,unverified,0,holder_verification_required,25,16,0,25,25,False,False,False,False,,,Grape 18 | Plum 3 | Apricot 2 | Pear 2,RU 25,,,,cpvoBreeder:18,CPVO: 2019-12-24 - Grape - KAZAK ALEKSANDR MAHOVITSKIJ - 80531 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SENNOJ K - 66950 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - ANRI K - 66951 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Stasieva Mariia Ivanivna,breeder_only_signal,unverified,0,holder_verification_required,25,13,0,25,25,False,False,False,False,,,Grape 25,UA 25,,,,cpvoBreeder:25,CPVO: 2020-10-22 - Grape - Zahrava - 19304002 (cpvoBreeder) | CPVO: 2020-10-22 - Grape - Kardyshakh tairovskyi - 19304003 (cpvoBreeder) | CPVO: 2020-10-22 - Grape - Kardyshakh nadrannii - 19304003 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Nishida Teruo,breeder_only_signal,unverified,0,holder_verification_required,25,22,0,25,25,False,False,False,False,,,Peach 16 | Plum 6 | Pear 2 | Nectarine 1,JP 22 | US 3,,,,cpvoBreeder:25,CPVO: 2000-12-22 - Plum - KAGAJIZO - 9771 (cpvoBreeder) | CPVO: 2000-12-22 - Plum - HACHIRO - 9770 (cpvoBreeder) | CPVO: 1997-07-28 - Plum - HONEY HEART - 7747 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Edwin B. Williams,breeder_only_signal,unverified,0,holder_verification_required,25,5,0,25,25,False,False,False,False,,,Apple 25,US 20 | CH 3 | IL 1 | CA 1,,,,cpvoBreeder:5,CPVO: 1998-09-29 - Apple - WILLIAMS' PRIDE - 1995204 (cpvoBreeder) | CPVO: 1998-09-29 - Apple - COOP 23 - 1995204 (cpvoBreeder) | CPVO: 1987-12-31 - Apple - Sir Prize - 85-0299 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
M. Ivanov,breeder_only_signal,unverified,0,holder_verification_required,25,14,0,25,25,False,False,False,False,,,Grape 25,BG 25,,,,cpvoBreeder:10,CPVO: 2012-01-31 - Grape - Cabernet Sauvignon ILV klon 1 11 - 730 (cpvoBreeder) | CPVO: 2010-07-30 - Grape - Trapezitsa - 727 (cpvoBreeder) | CPVO: 2010-07-30 - Grape - Plevenski favorit - 728 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
BAYaNOVA LYuDMILA Vasil'Evna,breeder_only_signal,unverified,0,holder_verification_required,31,9,0,31,1,False,False,False,False,,,Currant 19 | Currant-Black 11 | Apple 1,RU 31,,,,cpvoBreeder:30,CPVO: 2019-05-15 - Currant - DAR ORLA - 40364 (cpvoBreeder) | CPVO: 2018-09-07 - Currant - PODAROK LETA - 40287 (cpvoBreeder) | CPVO: 2018-02-13 - Currant - PODAROK LETA - 40286 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Friday Paul Jan,breeder_only_signal,unverified,0,holder_verification_required,29,0,0,29,29,False,False,False,False,,,Peach 29,US 29,,,,cpvoBreeder:29,CPVO: 2016-03-08 - Peach - P.F. Fashionably Late - 13573994 (cpvoBreeder) | CPVO: 2015-11-10 - Peach - P.F. Late 8 Ball - 13573996 (cpvoBreeder) | CPVO: 2015-08-04 - Peach - P.F. Legendary - 13573991 (cpvoBreeder),high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Lobanovs`ka Valentyna Fedorivna,breeder_only_signal,unverified,0,holder_verification_required,26,13,0,26,26,False,False,False,False,,,Peach 26,UA 26,,,,cpvoBreeder:26,CPVO: 2007-12-24 - Peach - Strieliets - 07079018 (cpvoBreeder) | CPVO: 2007-12-24 - Peach - Strieliets - 07079018 (cpvoBreeder) | CPVO: 2007-12-24 - Peach - Soprano - 07079008 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
H. Murawski,breeder_only_signal,unverified,0,holder_verification_required,26,13,0,26,26,False,False,False,False,,,Apple 26,UA 12 | HU 7 | CH 7,,,,,,protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Abdeeva Mahmuda Gazzalievna,breeder_only_signal,unverified,0,holder_verification_required,26,11,0,26,8,False,False,False,False,,,Currant-Black 11 | Grape 8 | Currant 6 | Gooseberry 1,RU 26,,,,cpvoBreeder:26,CPVO: 2020-06-09 - Currant-Black - BEL'SKAYa - 60775 (cpvoBreeder) | CPVO: 2019-03-27 - Currant-Black - IREMEL' - 78128 (cpvoBreeder) | CPVO: 2016-01-20 - Currant-Black - KUShNARENKOVSKAYa - 48447 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
RYaBOV Ivan NIKOLAEVICh,breeder_only_signal,unverified,0,holder_verification_required,25,5,0,25,25,False,False,False,False,,,Peach 15 | Cherry-Sweet 4 | Plum 3 | Apple 3,RU 25,,,,cpvoBreeder:19,CPVO: 2017-07-13 - Cherry-Sweet - ZNATNAYa - 66758 (cpvoBreeder) | CPVO: 2017-05-16 - Peach - STRELETS - 66794 (cpvoBreeder) | CPVO: 2017-04-05 - Peach - PIVDENNA FANTAZIYa - 66805 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zueva LIDIYa Ivanovna,breeder_only_signal,unverified,0,holder_verification_required,25,1,0,25,11,False,False,False,False,,,Currant-Black 9 | Cherry-Sweet 9 | Cherry-Tart 5 | Plum 2,RU 25,,,,cpvoBreeder:22,CPVO: 2019-12-26 - Currant-Black - PODAROK ASTAHOVA - 59958 (cpvoBreeder) | CPVO: 2019-03-06 - Currant-Black - SOLOV'INAYa NOCh' - 50037 (cpvoBreeder) | CPVO: 2019-03-06 - Currant-Black - KUDMIG - 56326 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zotova ZOYa Sergeevna,breeder_only_signal,unverified,0,holder_verification_required,26,3,0,26,0,False,False,False,False,,,Currant-Black 21 | Gooseberry 2 | Cherry-Tart 2 | Currant 1,RU 26,,,,cpvoBreeder:24,CPVO: 2017-01-19 - Currant-Black - AGATA - 39528 (cpvoBreeder) | CPVO: 2009-12-28 - Currant-Black - E'FFEKT - 26791 (cpvoBreeder) | CPVO: 2009-12-28 - Currant-Black - ALTAYaNKA - 26791 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kirk D. Larson,breeder_only_signal,unverified,0,holder_verification_required,206,167,0,206,206,False,False,False,False,https://strawberry.ucdavis.edu/,,Strawberry 206,US 36 | MX 23 | BR 21 | NZ 20,The Regents of the University of California,"High-confidence institutional rollup for UC-developed cultivars only. UC's history and licensing pages support the affiliation, while the settlement background requires separate treatment of California Berry Cultivars interests.",,cpvoBreeder:165,CPVO: 2026-02-09 - Strawberry - UCD WARRIOR - 218060001732022 (cpvoBreeder) | CPVO: 2026-02-09 - Strawberry - UCD VICTOR - 218060001722022 (cpvoBreeder) | CPVO: 2026-02-09 - Strawberry - UCD VALIANT - 218060001712022 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
